"Council.Name","Area.Name","Year","Measure","Value"
"Aberdeen City","BrdgeDon","2015","Dependency Ratio",50.5
"Aberdeen City","BrdgeDon","2016","Dependency Ratio",52.3
"Aberdeen City","BrdgeDon","2017","Dependency Ratio",54.5
"Aberdeen City","BrdgeDon","2018","Dependency Ratio",55.8
"Aberdeen City","BrdgeDon","2019","Dependency Ratio",58.2
"Aberdeen City","BrdgeDon","2020","Dependency Ratio",60.1
"Aberdeen City","BrdgeDon","2021","Dependency Ratio",61.7
"Aberdeen City","BrdgeDon","2022","Dependency Ratio",63.2
"Aberdeen City","BrdgeDon","2023","Dependency Ratio",64.5
"Aberdeen City","BrdgeDon","2024","Dependency Ratio",65.4
"Aberdeen City","BrdgeDon","2025","Dependency Ratio",65.8
"Aberdeen City","BrdgeDon","2026","Dependency Ratio",66.4
"Aberdeen City","BrdgeDon","2027","Dependency Ratio",66.4
"Aberdeen City","BrdgeDon","2028","Dependency Ratio",66.8
"Aberdeen City","BrdgeDon","2029","Dependency Ratio",66.8
"Aberdeen City","BrdgeDon","2030","Dependency Ratio",66.9
"Aberdeen City","BrdgeDon","2002","Sex Ratio",99.9
"Aberdeen City","BrdgeDon","2003","Sex Ratio",100.5
"Aberdeen City","BrdgeDon","2004","Sex Ratio",100.2
"Aberdeen City","BrdgeDon","2005","Sex Ratio",100.4
"Aberdeen City","BrdgeDon","2006","Sex Ratio",99.5
"Aberdeen City","BrdgeDon","2007","Sex Ratio",99.4
"Aberdeen City","BrdgeDon","2008","Sex Ratio",99.8
"Aberdeen City","BrdgeDon","2009","Sex Ratio",99.5
"Aberdeen City","BrdgeDon","2010","Sex Ratio",99.3
"Aberdeen City","BrdgeDon","2011","Sex Ratio",99.2
"Aberdeen City","BrdgeDon","2012","Sex Ratio",99
"Aberdeen City","BrdgeDon","2013","Sex Ratio",97.7
"Aberdeen City","BrdgeDon","2014","Sex Ratio",97.7
"Aberdeen City","BrdgeDon","2015","Sex Ratio",98.2
"Aberdeen City","BrdgeDon","2016","Sex Ratio",97.6
"Aberdeen City","BrdgeDon","2017","Sex Ratio",98.3
"Aberdeen City","BrdgeDon","2018","Sex Ratio",97.4
"Aberdeen City","BrdgeDon","2019","Sex Ratio",97.4
"Aberdeen City","BrdgeDon","2020","Sex Ratio",97.5
"Aberdeen City","BrdgeDon","2021","Sex Ratio",97.6
"Aberdeen City","BrdgeDon","2022","Sex Ratio",97.8
"Aberdeen City","BrdgeDon","2023","Sex Ratio",97.9
"Aberdeen City","BrdgeDon","2024","Sex Ratio",98
"Aberdeen City","BrdgeDon","2025","Sex Ratio",98
"Aberdeen City","BrdgeDon","2026","Sex Ratio",98
"Aberdeen City","BrdgeDon","2027","Sex Ratio",98
"Aberdeen City","BrdgeDon","2028","Sex Ratio",97.9
"Aberdeen City","BrdgeDon","2029","Sex Ratio",97.9
"Aberdeen City","BrdgeDon","2030","Sex Ratio",97.9
"Aberdeen City","DyceBuck","2002","Life Expectancy - Persons",78.1
"Aberdeen City","DyceBuck","2003","Life Expectancy - Persons",78.8
"Aberdeen City","DyceBuck","2004","Life Expectancy - Persons",78.4
"Aberdeen City","DyceBuck","2005","Life Expectancy - Persons",79.2
"Aberdeen City","DyceBuck","2006","Life Expectancy - Persons",77.5
"Aberdeen City","DyceBuck","2007","Life Expectancy - Persons",80.4
"Aberdeen City","DyceBuck","2008","Life Expectancy - Persons",81.6
"Aberdeen City","DyceBuck","2009","Life Expectancy - Persons",79.3
"Aberdeen City","DyceBuck","2010","Life Expectancy - Persons",81.1
"Aberdeen City","DyceBuck","2011","Life Expectancy - Persons",78.8
"Aberdeen City","DyceBuck","2012","Life Expectancy - Persons",79.6
"Aberdeen City","DyceBuck","2013","Life Expectancy - Persons",78.8
"Aberdeen City","DyceBuck","2014","Life Expectancy - Persons",81.3
"Aberdeen City","DyceBuck","2015","Life Expectancy - Persons",77.6
"Aberdeen City","DyceBuck","2016","Life Expectancy - Persons",80
"Aberdeen City","DyceBuck","2017","Life Expectancy - Persons",78.1
"Aberdeen City","DyceBuck","2018","Life Expectancy - Persons",78.7
"Aberdeen City","DyceBuck","2019","Life Expectancy - Persons",78.8
"Aberdeen City","DyceBuck","2020","Life Expectancy - Persons",78.5
"Aberdeen City","DyceBuck","2021","Life Expectancy - Persons",78.8
"Aberdeen City","DyceBuck","2022","Life Expectancy - Persons",78.7
"Aberdeen City","DyceBuck","2023","Life Expectancy - Persons",78.9
"Aberdeen City","DyceBuck","2024","Life Expectancy - Persons",79
"Aberdeen City","DyceBuck","2025","Life Expectancy - Persons",79
"Aberdeen City","DyceBuck","2026","Life Expectancy - Persons",79.2
"Aberdeen City","DyceBuck","2027","Life Expectancy - Persons",79.3
"Aberdeen City","DyceBuck","2028","Life Expectancy - Persons",79.4
"Aberdeen City","DyceBuck","2029","Life Expectancy - Persons",79.6
"Aberdeen City","DyceBuck","2030","Life Expectancy - Persons",79.6
"Aberdeen City","DyceBuck","2002","Natural Change",-18
"Aberdeen City","DyceBuck","2003","Natural Change",-58
"Aberdeen City","DyceBuck","2004","Natural Change",-30
"Aberdeen City","DyceBuck","2005","Natural Change",-38
"Aberdeen City","DyceBuck","2006","Natural Change",-42
"Aberdeen City","DyceBuck","2007","Natural Change",-10
"Aberdeen City","DyceBuck","2008","Natural Change",40
"Aberdeen City","DyceBuck","2009","Natural Change",-7
"Aberdeen City","DyceBuck","2010","Natural Change",-23
"Aberdeen City","DyceBuck","2011","Natural Change",-3
"Aberdeen City","DyceBuck","2012","Natural Change",-30
"Aberdeen City","DyceBuck","2013","Natural Change",-43
"Aberdeen City","DyceBuck","2014","Natural Change",20
"Aberdeen City","DyceBuck","2015","Natural Change",-86
"Aberdeen City","DyceBuck","2016","Natural Change",-13
"Aberdeen City","DyceBuck","2017","Natural Change",-5
"Aberdeen City","DyceBuck","2018","Natural Change",-8
"Aberdeen City","DyceBuck","2019","Natural Change",-19
"Aberdeen City","DyceBuck","2020","Natural Change",-22.9
"Aberdeen City","DyceBuck","2021","Natural Change",-22.4
"Aberdeen City","DyceBuck","2022","Natural Change",-28
"Aberdeen City","DyceBuck","2023","Natural Change",-26.5
"Aberdeen City","DyceBuck","2024","Natural Change",-27.9
"Aberdeen City","DyceBuck","2025","Natural Change",-28.7
"Aberdeen City","DyceBuck","2026","Natural Change",-28.9
"Aberdeen City","DyceBuck","2027","Natural Change",-30.1
"Aberdeen City","DyceBuck","2028","Natural Change",-30.2
"Aberdeen City","DyceBuck","2029","Natural Change",-28.2
"Aberdeen City","DyceBuck","2030","Natural Change",-31.2
"Aberdeen City","DyceBuck","2002","Net Migration",0
"Aberdeen City","DyceBuck","2003","Net Migration",-103
"Aberdeen City","DyceBuck","2004","Net Migration",23
"Aberdeen City","DyceBuck","2005","Net Migration",104
"Aberdeen City","DyceBuck","2006","Net Migration",212
"Aberdeen City","DyceBuck","2007","Net Migration",214
"Aberdeen City","DyceBuck","2008","Net Migration",47
"Aberdeen City","DyceBuck","2009","Net Migration",195
"Aberdeen City","DyceBuck","2010","Net Migration",125
"Aberdeen City","DyceBuck","2011","Net Migration",153
"Aberdeen City","DyceBuck","2012","Net Migration",196
"Aberdeen City","DyceBuck","2013","Net Migration",186
"Aberdeen City","DyceBuck","2014","Net Migration",298
"Aberdeen City","DyceBuck","2015","Net Migration",8
"Aberdeen City","DyceBuck","2016","Net Migration",383
"Aberdeen City","DyceBuck","2017","Net Migration",350
"Aberdeen City","DyceBuck","2018","Net Migration",225
"Aberdeen City","DyceBuck","2019","Net Migration",256.6
"Aberdeen City","DyceBuck","2020","Net Migration",255.3
"Aberdeen City","DyceBuck","2021","Net Migration",264.3
"Aberdeen City","DyceBuck","2022","Net Migration",278.2
"Aberdeen City","DyceBuck","2023","Net Migration",285.1
"Aberdeen City","DyceBuck","2024","Net Migration",288.4
"Aberdeen City","DyceBuck","2025","Net Migration",290.2
"Aberdeen City","DyceBuck","2026","Net Migration",295
"Aberdeen City","DyceBuck","2027","Net Migration",294.9
"Aberdeen City","DyceBuck","2028","Net Migration",295.3
"Aberdeen City","DyceBuck","2029","Net Migration",296
"Aberdeen City","DyceBuck","2030","Net Migration",296.9
"Aberdeen City","DyceBuck","2002","Total Population",16547
"Aberdeen City","DyceBuck","2003","Total Population",16386
"Aberdeen City","DyceBuck","2004","Total Population",16379
"Aberdeen City","DyceBuck","2005","Total Population",16445
"Aberdeen City","DyceBuck","2006","Total Population",16615
"Aberdeen City","DyceBuck","2007","Total Population",16819
"Aberdeen City","DyceBuck","2008","Total Population",16906
"Aberdeen City","DyceBuck","2009","Total Population",17094
"Aberdeen City","DyceBuck","2010","Total Population",17196
"Aberdeen City","DyceBuck","2011","Total Population",17346
"Aberdeen City","DyceBuck","2012","Total Population",17512
"Aberdeen City","DyceBuck","2013","Total Population",17655
"Aberdeen City","DyceBuck","2014","Total Population",17973
"Aberdeen City","DyceBuck","2015","Total Population",17895
"Aberdeen City","DyceBuck","2016","Total Population",18265
"Aberdeen City","DyceBuck","2017","Total Population",18610
"Aberdeen City","DyceBuck","2018","Total Population",18827
"Aberdeen City","DyceBuck","2019","Total Population",19064.5
"Aberdeen City","DyceBuck","2020","Total Population",19297
"Aberdeen City","DyceBuck","2021","Total Population",19538.9
"Aberdeen City","DyceBuck","2022","Total Population",19789.1
"Aberdeen City","DyceBuck","2023","Total Population",20047.8
"Aberdeen City","DyceBuck","2024","Total Population",20308.3
"Aberdeen City","DyceBuck","2025","Total Population",20569.8
"Aberdeen City","DyceBuck","2026","Total Population",20835.9
"Aberdeen City","DyceBuck","2027","Total Population",21100.7
"Aberdeen City","DyceBuck","2028","Total Population",21365.7
"Aberdeen City","DyceBuck","2029","Total Population",21633.5
"Aberdeen City","DyceBuck","2030","Total Population",21899.2
"Aberdeen City","DyceBuck","2002","Dependency Ratio",48.2
"Aberdeen City","DyceBuck","2003","Dependency Ratio",49.4
"Aberdeen City","DyceBuck","2004","Dependency Ratio",50.2
"Aberdeen City","DyceBuck","2005","Dependency Ratio",49.6
"Aberdeen City","DyceBuck","2006","Dependency Ratio",50.7
"Aberdeen City","DyceBuck","2007","Dependency Ratio",50
"Aberdeen City","DyceBuck","2008","Dependency Ratio",50.2
"Aberdeen City","DyceBuck","2009","Dependency Ratio",50.7
"Aberdeen City","DyceBuck","2010","Dependency Ratio",50.7
"Aberdeen City","DyceBuck","2011","Dependency Ratio",51.5
"Aberdeen City","DyceBuck","2012","Dependency Ratio",52.9
"Aberdeen City","DyceBuck","2013","Dependency Ratio",53.6
"Aberdeen City","DyceBuck","2014","Dependency Ratio",54.6
"Aberdeen City","DyceBuck","2015","Dependency Ratio",55.1
"Aberdeen City","DyceBuck","2016","Dependency Ratio",56
"Aberdeen City","DyceBuck","2017","Dependency Ratio",57.2
"Aberdeen City","DyceBuck","2018","Dependency Ratio",57.2
"Aberdeen City","DyceBuck","2019","Dependency Ratio",58
"Aberdeen City","DyceBuck","2020","Dependency Ratio",58.4
"Aberdeen City","DyceBuck","2021","Dependency Ratio",58.8
"Aberdeen City","DyceBuck","2022","Dependency Ratio",59.2
"Aberdeen City","DyceBuck","2023","Dependency Ratio",59.3
"Aberdeen City","DyceBuck","2024","Dependency Ratio",58.9
"Aberdeen City","DyceBuck","2025","Dependency Ratio",58.7
"Aberdeen City","DyceBuck","2026","Dependency Ratio",58.9
"Aberdeen City","DyceBuck","2027","Dependency Ratio",58.6
"Aberdeen City","DyceBuck","2028","Dependency Ratio",58.5
"Aberdeen City","DyceBuck","2029","Dependency Ratio",58.6
"Aberdeen City","DyceBuck","2030","Dependency Ratio",58.5
"Aberdeen City","DyceBuck","2002","Sex Ratio",96.9
"Aberdeen City","DyceBuck","2003","Sex Ratio",96.4
"Aberdeen City","DyceBuck","2004","Sex Ratio",96.5
"Aberdeen City","DyceBuck","2005","Sex Ratio",95.7
"Aberdeen City","DyceBuck","2006","Sex Ratio",95.1
"Aberdeen City","DyceBuck","2007","Sex Ratio",95.5
"Aberdeen City","DyceBuck","2008","Sex Ratio",96
"Aberdeen City","DyceBuck","2009","Sex Ratio",95.8
"Aberdeen City","DyceBuck","2010","Sex Ratio",95.3
"Aberdeen City","DyceBuck","2011","Sex Ratio",96
"Aberdeen City","DyceBuck","2012","Sex Ratio",96
"Aberdeen City","DyceBuck","2013","Sex Ratio",96.3
"Aberdeen City","DyceBuck","2014","Sex Ratio",96.7
"Aberdeen City","DyceBuck","2015","Sex Ratio",97.2
"Aberdeen City","DyceBuck","2016","Sex Ratio",96.9
"Aberdeen City","DyceBuck","2017","Sex Ratio",96.3
"Aberdeen City","DyceBuck","2018","Sex Ratio",96.3
"Aberdeen City","DyceBuck","2019","Sex Ratio",96.4
"Aberdeen City","DyceBuck","2020","Sex Ratio",96.6
"Aberdeen City","DyceBuck","2021","Sex Ratio",96.9
"Aberdeen City","DyceBuck","2022","Sex Ratio",97.1
"Aberdeen City","DyceBuck","2023","Sex Ratio",97.3
"Aberdeen City","DyceBuck","2024","Sex Ratio",97.5
"Aberdeen City","DyceBuck","2025","Sex Ratio",97.6
"Aberdeen City","DyceBuck","2026","Sex Ratio",97.7
"Aberdeen City","DyceBuck","2027","Sex Ratio",97.8
"Aberdeen City","DyceBuck","2028","Sex Ratio",97.9
"Aberdeen City","DyceBuck","2029","Sex Ratio",98
"Aberdeen City","DyceBuck","2030","Sex Ratio",98.1
"Aberdeen City","GeogHarb","2002","Life Expectancy - Persons",72.3
"Aberdeen City","GeogHarb","2003","Life Expectancy - Persons",75.7
"Aberdeen City","GeogHarb","2004","Life Expectancy - Persons",72.2
"Aberdeen City","GeogHarb","2005","Life Expectancy - Persons",73.7
"Aberdeen City","GeogHarb","2006","Life Expectancy - Persons",76
"Aberdeen City","GeogHarb","2007","Life Expectancy - Persons",72.8
"Aberdeen City","GeogHarb","2008","Life Expectancy - Persons",73.6
"Aberdeen City","GeogHarb","2009","Life Expectancy - Persons",73.6
"Aberdeen City","GeogHarb","2010","Life Expectancy - Persons",74.3
"Aberdeen City","GeogHarb","2011","Life Expectancy - Persons",74.4
"Aberdeen City","GeogHarb","2012","Life Expectancy - Persons",77.9
"Aberdeen City","GeogHarb","2013","Life Expectancy - Persons",75.8
"Aberdeen City","GeogHarb","2014","Life Expectancy - Persons",77.7
"Aberdeen City","GeogHarb","2015","Life Expectancy - Persons",75.8
"Aberdeen City","GeogHarb","2016","Life Expectancy - Persons",75.8
"Aberdeen City","GeogHarb","2017","Life Expectancy - Persons",76.1
"Aberdeen City","GeogHarb","2018","Life Expectancy - Persons",76.9
"Aberdeen City","GeogHarb","2019","Life Expectancy - Persons",77.2
"Aberdeen City","GeogHarb","2020","Life Expectancy - Persons",76.9
"Aberdeen City","GeogHarb","2021","Life Expectancy - Persons",77.2
"Aberdeen City","GeogHarb","2022","Life Expectancy - Persons",77.1
"Aberdeen City","GeogHarb","2023","Life Expectancy - Persons",77.3
"Aberdeen City","GeogHarb","2024","Life Expectancy - Persons",77.3
"Aberdeen City","GeogHarb","2025","Life Expectancy - Persons",77.4
"Aberdeen City","GeogHarb","2026","Life Expectancy - Persons",77.5
"Aberdeen City","GeogHarb","2027","Life Expectancy - Persons",77.6
"Aberdeen City","GeogHarb","2028","Life Expectancy - Persons",77.7
"Aberdeen City","GeogHarb","2029","Life Expectancy - Persons",77.9
"Aberdeen City","GeogHarb","2030","Life Expectancy - Persons",77.9
"Aberdeen City","GeogHarb","2002","Natural Change",-45
"Aberdeen City","GeogHarb","2003","Natural Change",0
"Aberdeen City","GeogHarb","2004","Natural Change",-48
"Aberdeen City","GeogHarb","2005","Natural Change",-4
"Aberdeen City","GeogHarb","2006","Natural Change",13
"Aberdeen City","GeogHarb","2007","Natural Change",8
"Aberdeen City","GeogHarb","2008","Natural Change",29
"Aberdeen City","GeogHarb","2009","Natural Change",76
"Aberdeen City","GeogHarb","2010","Natural Change",77
"Aberdeen City","GeogHarb","2011","Natural Change",71
"Aberdeen City","GeogHarb","2012","Natural Change",123
"Aberdeen City","GeogHarb","2013","Natural Change",94
"Aberdeen City","GeogHarb","2014","Natural Change",96
"Aberdeen City","GeogHarb","2015","Natural Change",83
"Aberdeen City","GeogHarb","2016","Natural Change",69
"Aberdeen City","GeogHarb","2017","Natural Change",94
"Aberdeen City","GeogHarb","2018","Natural Change",44
"Aberdeen City","GeogHarb","2019","Natural Change",49.5
"Aberdeen City","GeogHarb","2020","Natural Change",48.6
"Aberdeen City","GeogHarb","2021","Natural Change",48.3
"Aberdeen City","GeogHarb","2022","Natural Change",44.9
"Aberdeen City","GeogHarb","2023","Natural Change",44.7
"Aberdeen City","GeogHarb","2024","Natural Change",43.6
"Aberdeen City","GeogHarb","2025","Natural Change",42.6
"Aberdeen City","GeogHarb","2026","Natural Change",42.4
"Aberdeen City","GeogHarb","2027","Natural Change",41.8
"Aberdeen City","GeogHarb","2028","Natural Change",41.9
"Aberdeen City","GeogHarb","2029","Natural Change",42.5
"Aberdeen City","GeogHarb","2030","Natural Change",41.4
"Aberdeen City","GeogHarb","2002","Net Migration",-149
"Aberdeen City","GeogHarb","2003","Net Migration",-50
"Aberdeen City","GeogHarb","2004","Net Migration",294
"Aberdeen City","GeogHarb","2005","Net Migration",340
"Aberdeen City","GeogHarb","2006","Net Migration",238
"Aberdeen City","GeogHarb","2007","Net Migration",446
"Aberdeen City","GeogHarb","2008","Net Migration",252
"Aberdeen City","GeogHarb","2009","Net Migration",604
"Aberdeen City","GeogHarb","2010","Net Migration",847
"Aberdeen City","GeogHarb","2011","Net Migration",1143
"Aberdeen City","GeogHarb","2012","Net Migration",283
"Aberdeen City","GeogHarb","2013","Net Migration",369
"Aberdeen City","GeogHarb","2014","Net Migration",-88
"Aberdeen City","GeogHarb","2015","Net Migration",437
"Aberdeen City","GeogHarb","2016","Net Migration",-499
"Aberdeen City","GeogHarb","2017","Net Migration",-556
"Aberdeen City","GeogHarb","2018","Net Migration",-384
"Aberdeen City","GeogHarb","2019","Net Migration",-176.1
"Aberdeen City","GeogHarb","2020","Net Migration",-205.1
"Aberdeen City","GeogHarb","2021","Net Migration",-199.3
"Aberdeen City","GeogHarb","2022","Net Migration",-156.3
"Aberdeen City","GeogHarb","2023","Net Migration",-134.3
"Aberdeen City","GeogHarb","2024","Net Migration",-127.9
"Aberdeen City","GeogHarb","2025","Net Migration",-121
"Aberdeen City","GeogHarb","2026","Net Migration",-111.4
"Aberdeen City","GeogHarb","2027","Net Migration",-102.3
"Aberdeen City","GeogHarb","2028","Net Migration",-102
"Aberdeen City","GeogHarb","2029","Net Migration",-102.2
